journal_name,publisher_name,authors,title,date,volume,issue,issn,first_page,last_page,keywords,author_info, affiliation_info
Null,VLDB Endowment,"Deshpande, Amol; Sarawagi, Sunita",Probabilistic graphical models and their role in databases,09/23/2007,Null,Null,Null,1435,1436,Null,"['Amol Deshpande', '81100017246', 'Sunita Sarawagi', '81100043079']","['University of Maryland', '60020304']",[]
Null,VLDB Endowment,"Johnson, Ryan; Harizopoulos, Stavros; Hardavellas, Nikos; Sabirli, Kivanc; Pandis, Ippokratis; Ailamaki, Anastasia; Mancheril, Naju G.; Falsafi, Babak",To share or not to share?,09/23/2007,Null,Null,Null,351,362,Null,"['Ryan Johnson', '81342499108', 'Stavros Harizopoulos', '81100509482', 'Nikos Hardavellas', '81100287428', 'Kivanc Sabirli', '81342509719', 'Ippokratis Pandis', '81100285703', 'Anastasia Ailamaki', '81100341726', 'Naju G. Mancheril', '81342503315', 'Babak Falsafi', '81100095399']","['Carnegie Mellon University', '60027950', 'Massachusetts Institute of Technology', '60022195', 'Carnegie Mellon University', '60027950', 'Carnegie Mellon University', '60027950', 'Carnegie Mellon University', '60027950', 'Carnegie Mellon University and Ecole Polytechnique Fédérale de Lausanne', '60027950', 'Carnegie Mellon University', '60027950', 'Carnegie Mellon University and Ecole Polytechnique Fédérale de Lausanne', '60027950']",[]
Null,VLDB Endowment,"Zinn, Daniel; Bosch, Jim; Gertz, Michael",Modeling and querying vague spatial objects using shapelets,09/23/2007,Null,Null,Null,567,578,Null,"['Daniel Zinn', '81537863256', 'Jim Bosch', '81342489887', 'Michael Gertz', '81100616634']","['University of California, Davis', '60014439', 'University of California, Davis', '60014439', 'University of California, Davis', '60014439']",[]
Null,VLDB Endowment,"Nierman, Andrew; Jagadish, H. V.",ProTDB: probabilistic data in XML,08/20/2002,Null,Null,Null,646,657,Null,"['Andrew Nierman', '81337492181', 'H. V. Jagadish', '81309509146']","['Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI', '60025778', 'Electrical Engineering and Computer Science, University of Michigan, Ann Arbor, MI', '60025778']","['algorithms', 'design', 'management', 'probabilistic computation', 'query formulation', 'statistical databases', 'theory', 'uncertainty, fuzzy, and probabilistic reasoning']"
Null,VLDB Endowment,"Haustein, Michael; Härder, Theo; Luttenberger, Konstantin",Contest of XML lock protocols,09/01/2006,Null,Null,Null,1069,1080,Null,"['Michael Haustein', '81314494249', 'Theo Härder', '81100329307', 'Konstantin Luttenberger', '81318494636']","['SAP AG, Walldorf, Germany', '60072347', 'University of Kaiserslautern, Kaiserslautern, Germany', '60009941', 'Fraunhofer Institute IESE, Kaiserslautern, Germany', '60007411']","['benchmarks', 'design', 'general', 'performance', 'performance evaluation', 'transaction processing']"
Null,VLDB Endowment,"Stonebraker, Michael; Madden, Samuel; Abadi, Daniel J.; Harizopoulos, Stavros; Hachem, Nabil; Helland, Pat",The end of an architectural era: (it's time for a complete rewrite),09/23/2007,Null,Null,Null,1150,1160,Null,"['Michael Stonebraker', '81337493529', 'Samuel Madden', '81100092270', 'Daniel J. Abadi', '81100545599', 'Stavros Harizopoulos', '81100509482', 'Nabil Hachem', '81100152824', 'Pat Helland', '81100628190']","['MIT CSAIL', '60006320', 'MIT CSAIL', '60006320', 'MIT CSAIL', '60006320', 'MIT CSAIL', '60006320', 'Microsoft Corporation', '60026532']",[]
Null,VLDB Endowment,"Agrawal, Parag; Benjelloun, Omar; Sarma, Anish Das; Hayworth, Chris; Nabar, Shubha; Sugihara, Tomoe; Widom, Jennifer","Trio: a system for data, uncertainty, and lineage",09/01/2006,Null,Null,Null,1151,1154,Null,"['Parag Agrawal', '81318493080', 'Omar Benjelloun', '81100547840', 'Anish Das Sarma', '81329488235', 'Chris Hayworth', '81318494373', 'Shubha Nabar', '81320493200', 'Tomoe Sugihara', '81318496632', 'Jennifer Widom', '81100278437']","['Stanford University InfoLab', '60012708', 'Stanford University InfoLab', '60012708', 'Stanford University InfoLab', '60012708', 'Stanford University InfoLab', '60012708', 'Stanford University InfoLab', '60012708', 'Stanford University InfoLab', '60012708', 'Stanford University InfoLab', '60012708']","['data models', 'design', 'general', 'management', 'relational databases', 'uncertainty, fuzzy, and probabilistic reasoning']"
Null,VLDB Endowment,"Zhang, Mingwu; Zhang, Xiangyu; Zhang, Xiang; Prabhakar, Sunil",Tracing lineage beyond relational operators,09/23/2007,Null,Null,Null,1116,1127,Null,"['Mingwu Zhang', '81538255956', 'Xiangyu Zhang', '81384614270', 'Xiang Zhang', '81545095656', 'Sunil Prabhakar', '81100072756']","['Purdue University, West Lafayette, Indiana', '60009254', 'Purdue University, West Lafayette, Indiana', '60009254', 'Purdue University, West Lafayette, Indiana', '60009254', 'Purdue University, West Lafayette, Indiana', '60009254']",[]
Null,VLDB Endowment,"Aberer, Karl; Hauswirth, Manfred; Salehi, Ali",A middleware for fast and flexible sensor network deployment,09/01/2006,Null,Null,Null,1199,1202,Null,"['Karl Aberer', '81100580595', 'Manfred Hauswirth', '81100239036', 'Ali Salehi', '81318496180']","['Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland', '60028186', 'Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland', '60028186', 'Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland', '60028186']","['design', 'signal processing systems', 'software architectures', 'wireless communication']"
Null,VLDB Endowment,"Gonzalez, Hector; Han, Jiawei; Li, Xiaolei; Myslinska, Margaret; Sondag, John Paul",Adaptive fastest path computation on a road network: a traffic mining approach,09/23/2007,Null,Null,Null,794,805,Null,"['Hector Gonzalez', '81313481668', 'Jiawei Han', '81351593425', 'Xiaolei Li', '81542072256', 'Margaret Myslinska', '81342505657', 'John Paul Sondag', '81342511845']","['University of Illinois at Urbana-Champaign', '60000745', 'University of Illinois at Urbana-Champaign', '60000745', 'University of Illinois at Urbana-Champaign', '60000745', 'University of Illinois at Urbana-Champaign', '60000745', 'University of Illinois at Urbana-Champaign', '60000745']",[]
Null,VLDB Endowment,"Pei, Jian; Jin, Wen; Ester, Martin; Tao, Yufei",Catching the best views of skyline: a semantic approach based on decisive subspaces,08/30/2005,Null,Null,Null,253,264,Null,"['Jian Pei', '81100323054', 'Wen Jin', '81100054550', 'Martin Ester', '81100382875', 'Yufei Tao', '81100159515']","['Simon Fraser University, Canada', '60018491', 'Simon Fraser University, Canada', '60018491', 'Simon Fraser University, Canada', '60018491', 'City University of Hong Kong, Hong Kong', '60013983']","['algorithms', 'data mining', 'data models', 'performance', 'schema and subschema']"
Null,VLDB Endowment,"Hage, C.; Jensen, C. S.; Pedersen, T. B.; Speicys, L.; Timko, I.",Integrated data management for mobile services in the real world,09/09/2003,Null,Null,Null,1019,1030,Null,"['C. Hage', '81340489517', 'C. S. Jensen', '81331495182', 'T. B. Pedersen', '81100100091', 'L. Speicys', '81351604855', 'I. Timko', '81100408860']","['Department of Computer Science, Aalborg University, Aalborg Ø, Denmark', '60022134', 'Department of Computer Science, Aalborg University, Aalborg Ø, Denmark', '60022134', 'Department of Computer Science, Aalborg University, Aalborg Ø, Denmark', '60022134', 'Department of Computer Science, Aalborg University, Aalborg Ø, Denmark', '60022134']","['design', 'logical design', 'management', 'physical design', 'systems']"
Null,VLDB Endowment,"Burdick, Doug; Doan, AnHai; Ramakrishnan, Raghu; Vaithyanathan, Shivakumar",OLAP over imprecise data with domain constraints,09/23/2007,Null,Null,Null,39,50,Null,"['Doug Burdick', '81100256826', 'AnHai Doan', '81100156196', 'Raghu Ramakrishnan', '81100290062', 'Shivakumar Vaithyanathan', '81100321012']","['University of Wisconsin - Madison', '60032179', 'University of Wisconsin - Madison', '60032179', 'Yahoo! Research', '60075274', 'IBM Almaden Research Center', '60009253']",[]
Null,VLDB Endowment,"Dittrich, Jens-Peter; Kossmann, Donald; Kreutz, Alexander",Bridging the gap between OLAP and SQL,08/30/2005,Null,Null,Null,1031,1042,Null,"['Jens-Peter Dittrich', '81100532158', 'Donald Kossmann', '81100626540', 'Alexander Kreutz', '81100214523']","['ETH Zurich, Switzerland', '60025858', 'ETH Zurich, Switzerland', '60025858']","['algorithms', 'decision support', 'design', 'languages', 'query languages', 'spreadsheets', 'sql']"
Null,VLDB Endowment,"Lee, Hongrae; Ng, Raymond T.; Shim, Kyuseok",Extending q-grams to estimate selectivity of string matching with low edit distance,09/23/2007,Null,Null,Null,195,206,Null,"['Hongrae Lee', '81414615154', 'Raymond T. Ng', '81100471422', 'Kyuseok Shim', '81100129390']","['Univ. of British Columbia', '60010365', 'Univ. of British Columbia', '60010365', 'Seoul National Univ.', '60013682']",[]
Null,VLDB Endowment,"Augsten, Nikolaus; Böhlen, Michael; Gamper, Johann",Approximate matching of hierarchical data using pq -grams,08/30/2005,Null,Null,Null,301,312,Null,"['Nikolaus Augsten', '81414609167', 'Michael Böhlen', '81406594287', 'Johann Gamper', '81100583489']","['Free University of Bozen-Bolzano, Bozen, Italy', '60009914', 'Free University of Bozen-Bolzano, Bozen, Italy', '60009914', 'Free University of Bozen-Bolzano, Bozen, Italy', '60009914']","['algorithms', 'pattern analysis', 'performance', 'relational databases', 'trees']"
Null,VLDB Endowment,"Lim, Lipyeow; Wang, Min; Vitter, Jeffrey Scott",CXHist: an on-line classification-based histogram for XML string selectivity estimation,08/30/2005,Null,Null,Null,1187,1198,Null,"['Lipyeow Lim', '81100398052', 'Min Wang', '81314494963', 'Jeffrey Scott Vitter', '81351604403']","['IBM T. J. Watson Research Center, Hawthorne, NY', '60017366', 'IBM T. J. Watson Research Center, Hawthorne, NY', '60017366', 'Purdue University, West Lafayette, IN', '60009254']","['algorithms', 'classifier design and evaluation', 'languages', 'online computation', 'performance', 'xml']"
Null,VLDB Endowment,"Green, Todd J.; Karvounarakis, Grigoris; Ives, Zachary G.; Tannen, Val",Update exchange with mappings and provenance,09/23/2007,Null,Null,Null,675,686,Null,"['Todd J. Green', '81331493694', 'Grigoris Karvounarakis', '81331495537', 'Zachary G. Ives', '81100336696', 'Val Tannen', '81100598308']","['University of Pennsylvania', '60006297', 'University of Pennsylvania', '60006297', 'University of Pennsylvania', '60006297', 'University of Pennsylvania', '60006297']",[]
Null,VLDB Endowment,"Lim, Lipyeow; Wang, Haixun; Wang, Min",Unifying data and domain knowledge using virtual views,09/23/2007,Null,Null,Null,255,266,Null,"['Lipyeow Lim', '81100398052', 'Haixun Wang', '81455605782', 'Min Wang', '81314494963']","['IBM T.J. Watson Research Ctr., Hawthorne, NY', '60017366', 'IBM T.J. Watson Research Ctr., Hawthorne, NY', '60017366', 'IBM T.J. Watson Research Ctr., Hawthorne, NY', '60017366']",[]
Null,VLDB Endowment,"Shah, Shetal; Ramamritham, Krithi; Ravishankar, Chinya",Client assignment in content dissemination networks for dynamic data,08/30/2005,Null,Null,Null,673,684,Null,"['Shetal Shah', '81337493050', 'Krithi Ramamritham', '81100023686', 'Chinya Ravishankar', '81100504659']","['Indian Institute of Technology Bombay, Mumbai, India', '60014153', 'Indian Institute of Technology Bombay, Mumbai, India', '60014153', 'University of California, Riverside, CA', '60029526']","['algorithms', 'data warehouse and repository', 'distributed networks', 'performance', 'routing and layout']"
Null,VLDB Endowment,"Legler, Thomas; Lehner, Wolfgang; Ross, Andrew",Data mining with the SAP NetWeaver BI accelerator,09/01/2006,Null,Null,Null,1059,1068,Null,"['Thomas Legler', '81100211597', 'Wolfgang Lehner', '81100335067', 'Andrew Ross', '81538656256']","['Dresden University of Technology, Database Technology Group, Dresden, Germany', '60018353', 'Dresden University of Technology, Database Technology Group, Dresden, Germany', '60018353', 'PTU NetWeaver AS TREX, SAP AG, Walldorf, Germany', '60072347']","['data mining', 'design', 'web-based services']"
Null,VLDB Endowment,"Storm, Adam J.; Garcia-Arellano, Christian; Lightstone, Sam S.; Diao, Yixin; Surendra, M.",Adaptive self-tuning memory in DB2,09/01/2006,Null,Null,Null,1081,1092,Null,"['Adam J. Storm', '81100408230', 'Christian Garcia-Arellano', '81318494044', 'Sam S. Lightstone', '81100324210', 'Yixin Diao', '81100495922', 'M. Surendra', '81324494336']","['IBM Canada', '60021293', 'IBM Canada', '60021293', 'IBM Canada', '60021293', 'IBM TJ Watson Research Center', '60017366', 'IBM TJ Watson Research Center', '60017366']","['data models', 'database administration', 'design', 'management', 'performance', 'performance evaluation']"
Null,VLDB Endowment,"Ge, Tingjian; Zdonik, Stan",Answering aggregation queries in a secure system model,09/23/2007,Null,Null,Null,519,530,Null,"['Tingjian Ge', '81100075580', 'Stan Zdonik', '81100140562']","['Brown University', '60011460', 'Brown University', '60011460']",[]
Null,VLDB Endowment,"Qian, Gang; Zhu, Qiang; Xue, Qiang; Pramanik, Sakti",The ND-tree: a dynamic indexing technique for multidimensional non-ordered discrete data spaces,09/09/2003,Null,Null,Null,620,631,Null,"['Gang Qian', '81100414444', 'Qiang Zhu', '81100413942', 'Qiang Xue', '81311486755', 'Sakti Pramanik', '81100250407']","['Department of Computer Science and Engineering, Michigan State University, East Lansing, MI', '60031707', 'Department of Computer and Information Science, The University of Michigan - Dearborn, Dearborn, MI', '60006371', 'Department of Computer Science and Engineering, Michigan State University, East Lansing, MI', '60031707', 'Department of Computer Science and Engineering, Michigan State University, East Lansing, MI', '60031707']","['design', 'indexing methods', 'performance', 'performance evaluation', 'retrieval models', 'trees']"
Null,VLDB Endowment,"Agrawal, Rakesh; Kiernan, Jerry; Srikant, Ramakrishnan; Xu, Yirong",Hippocratic databases,08/20/2002,Null,Null,Null,143,154,Null,"['Rakesh Agrawal', '81100289193', 'Jerry Kiernan', '81100130974', 'Ramakrishnan Srikant', '81100637607', 'Yirong Xu', '81100197370']","['IBM Almaden Research Center, San Jose, CA', '60009253', 'IBM Almaden Research Center, San Jose, CA', '60009253', 'IBM Almaden Research Center, San Jose, CA', '60009253', 'IBM Almaden Research Center, San Jose, CA', '60009253']","['management', 'medical information systems', 'scientific databases', 'security', 'security, integrity, and protection']"
Null,VLDB Endowment,"Poess, Meikel; Nambiar, Raghunath Othayoth; Walrath, David",Why you should run TPC-DS: a workload analysis,09/23/2007,Null,Null,Null,1138,1149,Null,"['Meikel Poess', '81340491872', 'Raghunath Othayoth Nambiar', '81377591821', 'David Walrath', '81342515186']","['Oracle Corporation, Redwood Shores, CA', '60027758', 'Hewlett-Packard Company, Houston, TX', '60020536', 'Sybase Inc, Concord, MA', '60097313']",[]
Null,VLDB Endowment,"Yu, Hailing; Agrawal, Divyakant; El Abbadi, Amr",Tabular placement of relational data on MEMS-based storage devices,09/09/2003,Null,Null,Null,680,693,Null,"['Hailing Yu', '81100472376', 'Divyakant Agrawal', '81350572364', 'Amr El Abbadi', '81100403960']","['University of California at Santa Barbara, Computer Science Department, Santa Barbara', '60029241', 'University of California at Santa Barbara, Computer Science Department, Santa Barbara', '60029241', 'University of California at Santa Barbara, Computer Science Department, Santa Barbara', '60029241']","['design', 'information storage', 'management', 'relational databases', 'storage management']"
Null,VLDB Endowment,"Bruno, Nicolas; Chaudhuri, Surajit",To tune or not to tune?: a lightweight physical design alerter,09/01/2006,Null,Null,Null,499,510,Null,"['Nicolas Bruno', '81100153307', 'Surajit Chaudhuri', '81351600352']","['Microsoft Research', '60021726', 'Microsoft Research', '60021726']","['algorithms', 'database administration', 'database machines', 'design', 'management', 'physical design']"
Null,VLDB Endowment,"Zukowski, Marcin; Héman, Sándor; Nes, Niels; Boncz, Peter",Cooperative scans: dynamic bandwidth sharing in a DBMS,09/23/2007,Null,Null,Null,723,734,Null,"['Marcin Zukowski', '81313482123', 'Sándor Héman', '81331494195', 'Niels Nes', '81100001972', 'Peter Boncz', '81100347996']","['Centrum voor Wiskunde en Informatica, SJ Amsterdam, The Netherlands', '60011575', 'Centrum voor Wiskunde en Informatica, SJ Amsterdam, The Netherlands', '60011575', 'Centrum voor Wiskunde en Informatica, SJ Amsterdam, The Netherlands', '60011575', 'Centrum voor Wiskunde en Informatica, SJ Amsterdam, The Netherlands', '60011575']",[]
